match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_errorLeadToAGoal,stat_totalOffside,stat_hitWoodwork
11406752,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,47.0,41.0,12.0,6.0,37.0,40.0,4.0,7.0,15.0,1.0,3.0,1.0,1.0,90.0,59.0,6.9,6.0,0.00704694,0,0.4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406752,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,D,19,19,False,48.0,40.0,4.0,3.0,20.0,22.0,21.0,31.0,4.0,,,,,71.0,61.0,7.0,12.0,0.0338903,0,,5.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11406752,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,4,4,False,95.0,90.0,4.0,3.0,56.0,58.0,34.0,37.0,4.0,,,,,90.0,105.0,7.1,5.0,0.00997641,0,,,,3.0,8.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11406752,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,22,22,False,83.0,75.0,7.0,4.0,49.0,51.0,26.0,33.0,5.0,,,,,90.0,95.0,6.8,11.0,0.01587,1,,1.0,,1.0,3.0,4.0,,1.0,5.0,,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,0.0184,0.146,,,,,,,,,,,,
11406752,home,Monza,Georgios Kyriakopoulos,,,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,,377302,EUR,823478400,D,77,77,False,24.0,21.0,2.0,1.0,8.0,9.0,14.0,18.0,1.0,,,,,71.0,46.0,6.8,6.0,0.105948,2,,3.0,1.0,,3.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,0.0649,,2.0,2.0,2.0,,,,,,,,,
11406752,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,79.0,76.0,3.0,3.0,36.0,36.0,41.0,46.0,3.0,,,,,90.0,89.0,7.3,5.0,0.0518839,2,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,2.0,1.0,,,0.1509,0.5142,,,,True,1.0,1.0,,,,,,
11406752,home,Monza,Warren Bondo,,,warren-bondo,W. Bondo,M,38,177,2004,M,,1000366,EUR,1063584000,M,38,38,False,46.0,43.0,3.0,2.0,18.0,19.0,25.0,27.0,2.0,,,,,86.0,55.0,6.6,5.0,0.0220158,2,,,,,1.0,,,,3.0,,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,0.1397,0.0446,,,,,,1.0,1.0,,,,,
11406752,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,28,28,False,34.0,29.0,7.0,6.0,7.0,7.0,23.0,32.0,4.0,,,,,90.0,55.0,7.6,13.0,0.404223,3,,5.0,1.0,,8.0,,5.0,,5.0,,,,3.0,1.0,2.0,1.0,,,,0.1403,0.0467,5.0,3.0,2.0,,,,,1.0,,,,
11406752,home,Monza,Valentín Carboni,,,valentin-carboni,V. Carboni,M,21,185,7112,M,valencarboni,1153083,EUR,1109980800,M,21,21,False,29.0,25.0,,,7.0,9.0,19.0,21.0,1.0,,,,,71.0,40.0,6.8,9.0,0.114816,1,,1.0,1.0,,3.0,,1.0,,4.0,,,,2.0,2.0,2.0,,,,2.0,0.3768,,2.0,2.0,,,,1.0,1.0,1.0,,,,
11406752,home,Monza,Alessio Zerbin,,,alessio-zerbin,A. Zerbin,M,7,182,1060,M,,869888,EUR,920419200,M,20,20,False,22.0,18.0,2.0,2.0,6.0,8.0,12.0,17.0,3.0,,,,,78.0,32.0,6.7,10.0,0.025151,1,,3.0,,,3.0,,1.0,2.0,7.0,,2.0,2.0,1.0,1.0,1.0,,,,1.0,0.0339,,1.0,,,,,,1.0,,,,,
