match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_wonTackle,stat_errorLeadToAGoal,stat_penaltyConceded,captain,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_errorLeadToAShot,stat_clearanceOffLine,stat_penaltyWon
12764464,home,Shakhtar Donetsk,Dmytro Riznyk,dmytro-riznyk,D. Riznyk,G,31,191,514,M,941669,EUR,917654400,G,31,31,False,46.0,35.0,21.0,11.0,0.0,30.0,38.0,5.0,8.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,90.0,56.0,6.6,12.0,0.215166,0,-1.4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Yukhym Konoplia,konoplia-yukhym,Y. Konoplia,D,26,180,450,M,904852,EUR,935625600,D,26,26,False,18.0,13.0,3.0,2.0,0.0,10.0,12.0,3.0,7.0,,2.0,1.0,,3.0,3.0,,,,,,90.0,35.0,5.6,7.0,0.00093475,0,,1.0,6.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Valeriy Bondar,bondar-valeriy,V. Bondar,D,5,184,326,M,904850,EUR,920073600,D,5,5,False,36.0,30.0,7.0,3.0,0.0,27.0,30.0,3.0,6.0,1.0,3.0,1.0,,6.0,2.0,,,,,,90.0,57.0,6.5,7.0,0.00130152,2,,,4.0,,2.0,2.0,,3.0,1.0,1.0,1.0,3.0,0.333,1.0,,,,,,,,,,,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Alaa Ghram,alaa-ghram,A. Ghram,D,18,190,1435,M,1011994,EUR,995932800,D,18,18,False,39.0,35.0,3.0,2.0,0.0,32.0,35.0,3.0,4.0,2.0,6.0,,,9.0,3.0,2.0,,,,,90.0,62.0,5.9,4.0,0.0005251,0,,,3.0,2.0,4.0,2.0,1.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Mykola Matviyenko,mykola-matviyenko,M. Matviyenko,D,22,182,622,M,353272,EUR,830995200,D,22,22,False,27.0,19.0,5.0,2.0,0.0,14.0,17.0,5.0,10.0,,4.0,1.0,1.0,3.0,3.0,1.0,,,,,90.0,45.0,6.0,9.0,0.00420856,1,,,4.0,1.0,,2.0,2.0,1.0,,,,,0.052,,1.0,,,True,1.0,1.0,,,,,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Marlon Gomes,marlon-gomes,M. Gomes,M,6,184,1923,M,1105833,EUR,1071360000,M,30,30,False,22.0,17.0,1.0,1.0,0.0,17.0,22.0,,,,4.0,3.0,1.0,2.0,7.0,,,,,,45.0,36.0,6.1,8.0,0.00029102,0,,,5.0,1.0,3.0,3.0,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,Marlon Gomes,,,,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182,1318,M,353282,EUR,839030400,M,11,11,False,17.0,13.0,1.0,,1.0,8.0,11.0,5.0,7.0,,1.0,5.0,,2.0,4.0,,,,,,83.0,35.0,6.4,11.0,0.137871,1,,1.0,6.0,,2.0,1.0,,,,,1.0,,0.03,1.0,1.0,,,,,,,,1.0,0.0446,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Artem Bondarenko,artem-bondarenko,A. Bondarenko,M,21,182,363,M,958923,EUR,966816000,M,21,21,False,28.0,22.0,1.0,1.0,0.0,18.0,21.0,4.0,7.0,,2.0,2.0,,,7.0,,,,,,77.0,35.0,6.0,8.0,0.00758043,0,,,11.0,3.0,1.0,2.0,5.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177,6537,M,1123925,EUR,1030838400,M,10,10,False,37.0,29.0,5.0,3.0,0.0,20.0,21.0,10.0,18.0,,4.0,2.0,1.0,1.0,7.0,3.0,,,,,90.0,50.0,6.2,11.0,0.0323397,2,,2.0,5.0,2.0,,,1.0,,1.0,2.0,,,0.4281,3.0,,,,,,,,,1.0,,1.0,,,,,,,,,,
12764464,home,Shakhtar Donetsk,Kevin,kevin,Kevin,M,22,176,5464,M,1112879,EUR,1041638400,M,37,37,False,11.0,9.0,1.0,,0.0,7.0,9.0,2.0,2.0,,5.0,6.0,3.0,,2.0,1.0,,,,,77.0,30.0,7.3,8.0,0.177096,1,,,5.0,2.0,3.0,1.0,,,,,1.0,,0.1782,2.0,1.0,,,,,3.0,Kevin,,,0.7198,,1.0,1.0,,,,,,,,
12764464,home,Shakhtar Donetsk,Danylo Sikan,sikan-danylo,D. Sikan,F,14,185,1357,M,945479,EUR,987379200,F,14,14,False,8.0,7.0,,,0.0,6.0,7.0,1.0,1.0,,2.0,,,1.0,,1.0,,,,,45.0,19.0,6.5,3.0,0.00031448,0,,,2.0,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,
