match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotValueNormalized,stat_aerialWon,stat_totalContest,stat_wonContest,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_challengeLost,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_errorLeadToAShot,stat_ownGoals,stat_hitWoodwork,stat_errorLeadToAGoal
14598943,home,Tottenham Hotspur,Antonín Kinský,antonin-kinsky,A. Kinský,G,31,190,3102,M,1031251,EUR,1047513600,G,31,31,False,30.0,21.0,11.0,2.0,0.0,21.0,23.0,7.0,7.0,1.0,1.0,2.0,90.0,35.0,7.4,9.0,0.5006,0,-0.02,0.02,0.17,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14598943,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10892,M,913654,EUR,937180800,D,23,23,False,59.0,46.0,16.0,8.0,0.0,25.0,27.0,32.0,6.0,,,,90.0,86.0,7.7,15.0,,4,0.4,0.14,0.55,,pedroporro29,True,21.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,-0.24,,,,,,,,,,,,,,,,,,,,
14598943,home,Tottenham Hotspur,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16474,M,364612,EUR,805248000,D,6,6,False,71.0,64.0,8.0,5.0,0.0,46.0,47.0,24.0,,,,,90.0,84.0,8.5,8.0,,1,0.12,0.11,0.34,,Palhinha,,18.0,,1.0,2.0,5.0,,1.0,,6.0,,1.0,2.0,1.0,1.0,0.55,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14598943,home,Tottenham Hotspur,Kevin Danso,danso-kevin,K. Danso,D,4,190,3446,M,794953,EUR,906163200,D,4,4,False,58.0,52.0,1.0,1.0,0.0,40.0,42.0,16.0,4.0,,,,90.0,79.0,7.9,13.0,,0,-0.05,0.15,0.47,,,,12.0,,1.0,3.0,10.0,,,,7.0,2.0,,2.0,1.0,2.0,,7.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
14598943,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4530,M,945798,EUR,965779200,D,24,24,False,33.0,29.0,2.0,1.0,0.0,19.0,21.0,12.0,3.0,,,,75.0,49.0,6.6,9.0,,0,-0.06,0.1,0.15,,,,10.0,,1.0,3.0,2.0,,,,1.0,,,1.0,1.0,1.0,,,2.0,1.0,,3.0,,,,,,,,,,,,,,,
14598943,home,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5628,M,1142335,EUR,1142121600,M,14,14,False,30.0,26.0,2.0,2.0,0.0,7.0,8.0,22.0,2.0,,,,90.0,43.0,7.2,9.0,,1,0.31,0.1,0.13,,ArchieGray06,,19.0,1.0,2.0,4.0,4.0,,1.0,,,,,1.0,,1.0,0.15,,1.0,1.0,,3.0,2.0,1.0,Archie Gray,,1.0,1.0,,,,,,,,,
14598943,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8288,M,791190,EUR,867196800,M,30,30,False,45.0,36.0,5.0,1.0,0.0,21.0,25.0,20.0,7.0,,,,90.0,62.0,6.7,11.0,,4,0.2,0.06,0.16,,rodrigo_bentancur,,15.0,,2.0,6.0,4.0,4.0,,,2.0,,2.0,1.0,1.0,,-0.55,2.0,2.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,
14598943,home,Tottenham Hotspur,Xavi Simons,xavi-simons,X. Simons,M,7,179,50727,M,997183,EUR,1050883200,M,7,7,False,30.0,29.0,1.0,1.0,0.0,14.0,15.0,15.0,2.0,,,,61.0,45.0,7.2,6.0,,3,0.32,0.29,0.14,,XaviSimons,,15.0,4.0,1.0,2.0,3.0,1.0,,2.0,1.0,,,,,,-0.14,,,,,2.0,3.0,7.0,,,2.0,1.0,,,1.0,,,,,,
14598943,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10644,M,1085180,EUR,990576000,F,22,22,False,24.0,17.0,2.0,1.0,0.0,6.0,8.0,16.0,3.0,,,,90.0,36.0,8.5,14.0,,1,0.47,0.55,0.17,,brenjohnson_,,11.0,4.0,1.0,3.0,2.0,,1.0,,,,,,,1.0,0.51,,3.0,2.0,1.0,2.0,,1.0,,,,,,,1.0,3.0,,,,,
14598943,home,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11292,M,1048888,EUR,1114560000,F,11,11,False,14.0,12.0,1.0,,0.0,4.0,4.0,10.0,1.0,,,,87.0,29.0,5.9,6.0,,2,-0.08,0.05,0.19,,m.tel14,,8.0,,4.0,6.0,4.0,1.0,1.0,,2.0,,,,,1.0,-0.71,2.0,1.0,,,2.0,2.0,,,,,1.0,,1.0,,1.0,,,,,
