match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_penaltyConceded,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_interceptionWon,stat_errorLeadToAGoal,stat_ownGoals,stat_totalContest,stat_wonContest,captain,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_expectedGoals,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyWon
12499588,home,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,41.0,21.0,30.0,11.0,0.0,17.0,30.0,4.0,11.0,1.0,17.0,1.0,5.0,1.0,7.0,90.0,60.0,6.6,20.0,0.00145715,0,-1.2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,D,17,17,False,28.0,24.0,3.0,2.0,0.0,21.0,24.0,3.0,4.0,1.0,5.0,,,,,90.0,40.0,5.9,5.0,0.00391508,0,,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Carl Johansson,carl-johansson,C. Johansson,D,5,185,82,M,347116,EUR,769651200,D,5,5,False,39.0,37.0,2.0,1.0,0.0,31.0,31.0,6.0,8.0,3.0,3.0,,,,,90.0,43.0,5.4,2.0,0.0176335,0,,3.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Patrick Erras,patrick-erras,P. Erras,D,4,196,77,M,254003,EUR,790646400,D,4,4,False,21.0,20.0,,,0.0,18.0,18.0,2.0,3.0,2.0,,,,,,45.0,26.0,5.9,2.0,0.00418338,0,,3.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Dominik Javorček,dominik-javorcek,D. Javorček,D,37,183,151,M,964152,EUR,1036195200,D,33,33,False,14.0,10.0,5.0,4.0,0.0,7.0,9.0,3.0,5.0,4.0,2.0,,,,,45.0,21.0,5.7,4.0,0.00218568,0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,False,25.0,12.0,2.0,1.0,0.0,5.0,10.0,7.0,15.0,,1.0,,,,,90.0,35.0,5.6,14.0,0.00465185,0,,9.0,7.0,1.0,,3.0,1.0,1.0,,3.0,4.0,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,31.0,28.0,1.0,1.0,0.0,19.0,21.0,9.0,10.0,2.0,3.0,,,,,90.0,47.0,6.9,4.0,0.0302475,0,,3.0,8.0,,,4.0,2.0,1.0,1.0,1.0,,,2.0,,,,3.0,,,3.0,3.0,,,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Lewis Holtby,lewis-holtby,L. Holtby,M,90,176,208,M,1135884,EUR,653616000,M,10,10,False,31.0,24.0,3.0,,0.0,15.0,18.0,9.0,14.0,,5.0,,,,,76.0,40.0,5.8,8.0,0.0111325,0,,3.0,5.0,2.0,,4.0,1.0,,1.0,,,,1.0,,Lewis,Holtby,3.0,1.0,,,,True,1.0,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,F,8,8,False,12.0,6.0,,,0.0,2.0,4.0,4.0,13.0,4.0,3.0,,,,,76.0,36.0,6.5,13.0,0.0110677,0,,6.0,2.0,3.0,1.0,1.0,,1.0,1.0,,,,2.0,,,,1.0,,,1.0,,,5.0,,,,,,,,,,,,,
12499588,home,Holstein Kiel,Benedikt Pichler,benedikt-pichler,B. Pichler,F,11,187,206,M,843709,EUR,869356800,F,9,9,False,25.0,19.0,1.0,,0.0,13.0,16.0,6.0,11.0,3.0,4.0,,,,,90.0,49.0,6.6,17.0,0.0454304,2,,9.0,11.0,1.0,,2.0,1.0,4.0,5.0,4.0,4.0,,,,,,,,,2.0,,,2.0,2.0,1.0,1.0,1.0,0.1239,,,,,,,,
