match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_goalAssist,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_ownGoals,stat_clearanceOffLine,stat_hitWoodwork
10664216,home,FC Augsburg,Tomáš Koubek,,,tomas-koubek,T. Koubek,G,40,198,89,M,124294,EUR,714787200,G,40,40,False,38.0,24.0,25.0,11.0,16.0,17.0,8.0,21.0,13.0,1.0,9.0,10.0,1.0,1.0,90.0,60.0,7.6,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664216,home,FC Augsburg,Robert Gumny,,,robert-gumny,R. Gumny,D,20,182,1253,M,834986,EUR,896918400,D,2,2,False,17.0,11.0,4.0,1.0,5.0,8.0,6.0,9.0,4.0,,,,,,45.0,28.0,6.7,8.0,0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10664216,home,FC Augsburg,Maximilian Bauer,,,maximilian-bauer,M. Bauer,D,5,189,98,M,940393,EUR,950054400,D,23,23,False,29.0,15.0,12.0,1.0,10.0,14.0,5.0,15.0,6.0,,,,,,90.0,43.0,6.2,15.0,0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,2.0,,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10664216,home,FC Augsburg,Jeffrey Gouweleeuw,,,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,228,M,146853,EUR,679104000,D,6,6,False,36.0,22.0,18.0,9.0,12.0,14.0,10.0,22.0,7.0,,,,,,90.0,39.0,5.6,14.0,0,1.0,6.0,3.0,2.0,1.0,,2.0,1.0,,,3.0,1.0,,,True,,,,,,,,,,,,,,,,,,
10664216,home,FC Augsburg,Iago Borduchi,,,iago,I. Borduchi,D,25,181,848,M,869644,EUR,859075200,D,22,22,False,21.0,9.0,4.0,1.0,5.0,9.0,5.0,16.0,4.0,,,,,,90.0,53.0,6.2,22.0,0,,3.0,4.0,1.0,,2.0,3.0,2.0,,1.0,,1.0,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,
10664216,home,FC Augsburg,Ruben Vargas,,,ruben-vargas,R. Vargas,M,11,179,2678,M,872919,EUR,902275200,M,16,16,False,8.0,3.0,3.0,,1.0,1.0,3.0,11.0,3.0,,,,,,67.0,25.0,6.5,14.0,0,,5.0,2.0,1.0,2.0,,1.0,,4.0,1.0,2.0,,,1.0,,4.0,1.0,,2.0,1.0,,,,,,,,,,,,,
10664216,home,FC Augsburg,Carlos Gruezo,,,carlos-gruezo,C. Gruezo,M,11,172,502,M,155802,EUR,798249600,M,8,8,False,18.0,8.0,7.0,2.0,2.0,4.0,6.0,14.0,5.0,,,,,,67.0,20.0,6.0,10.0,0,2.0,,3.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
10664216,home,FC Augsburg,Elvis Rexhbeçaj,,,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,13,13,False,29.0,17.0,4.0,1.0,8.0,10.0,9.0,19.0,5.0,,,,,,90.0,34.0,6.6,14.0,0,1.0,3.0,2.0,,,2.0,1.0,1.0,2.0,,1.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,
10664216,home,FC Augsburg,Mads Pedersen,,,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,M,3,3,False,16.0,9.0,1.0,1.0,6.0,7.0,3.0,9.0,6.0,,,,,,82.0,35.0,7.0,14.0,1,2.0,9.0,8.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,2.0,3.0,,,,1.0,1.0,1.0,,,,,,,,
10664216,home,FC Augsburg,Florian Niederlechner,Florian,Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,339,M,156146,EUR,656726400,F,7,7,False,21.0,12.0,,,7.0,8.0,5.0,13.0,2.0,,,,,,90.0,33.0,6.3,14.0,2,2.0,9.0,4.0,1.0,,1.0,1.0,1.0,2.0,,1.0,4.0,,1.0,,,,2.0,2.0,,,,1.0,1.0,,1.0,1.0,3.0,,,,,
