match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goalAssist,stat_dispossessed,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,stat_clearanceOffLine,stat_outfielderBlock,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10388406,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,43.0,32.0,28.0,17.0,22.0,22.0,10.0,21.0,14.0,1.0,5.0,90.0,51.0,7.3,11.0,0.0,0.0,0.00553543,0,0.8244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388406,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,42.0,29.0,4.0,3.0,16.0,20.0,13.0,23.0,4.0,,,90.0,59.0,6.7,16.0,0.0,0.0,0.0849903,0,,,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388406,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,56.0,40.0,8.0,3.0,27.0,34.0,13.0,22.0,11.0,,,90.0,67.0,6.9,16.0,0.0,0.0,0.0202536,0,,,,,2.0,4.0,6.0,1.0,1.0,3.0,4.0,1.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10388406,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,67.0,53.0,12.0,6.0,41.0,46.0,12.0,21.0,13.0,,,90.0,85.0,7.2,15.0,0.0,0.0,0.170819,0,,,,,5.0,4.0,6.0,,,8.0,1.0,,1.0,4.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10388406,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,40.0,27.0,7.0,3.0,12.0,16.0,16.0,30.0,7.0,,,90.0,62.0,6.5,19.0,0.1063,0.2164,0.0912786,2,,,,6.0,,3.0,,,,2.0,,2.0,2.0,,1.0,,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10388406,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,36.0,30.0,2.0,,12.0,15.0,19.0,22.0,3.0,,,89.0,48.0,6.9,10.0,0.0,0.0,0.0816256,0,,,,1.0,2.0,5.0,5.0,2.0,,,2.0,,1.0,1.0,,2.0,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,
10388406,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,54.0,47.0,3.0,2.0,31.0,35.0,16.0,19.0,7.0,,,90.0,68.0,7.0,8.0,0.0,0.0,0.00557998,0,,,,,2.0,6.0,6.0,2.0,1.0,2.0,3.0,1.0,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10388406,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,18.0,12.0,3.0,2.0,,,12.0,18.0,4.0,,,69.0,36.0,6.7,11.0,0.1405,0.0,0.32455,1,,,,,,4.0,6.0,2.0,,1.0,1.0,,1.0,,,3.0,2.0,3.0,1.0,,,,,,,2.0,doanritsu,1.0,,,,,,,,,
10388406,home,SC Freiburg,Daniel-Kofi Kyereh,daniel-kofi-kyereh,D. Kyereh,M,11,179,1988,M,569684,EUR,826243200,M,11,11,False,27.0,20.0,,,7.0,10.0,13.0,17.0,5.0,,,69.0,40.0,7.1,12.0,0.9084,0.991,0.0198566,1,,,,,1.0,3.0,5.0,1.0,,2.0,,,,,1.0,1.0,,3.0,3.0,,,,,1.0,,1.0,,,1.0,,,,,,,,
10388406,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,52.0,47.0,3.0,1.0,23.0,23.0,25.0,34.0,2.0,,,84.0,65.0,7.6,12.0,0.0624,0.0,0.647707,1,,,,5.0,1.0,2.0,3.0,1.0,,,2.0,,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,2.0,,,,,,,
10388406,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,30.0,22.0,,,2.0,2.0,20.0,28.0,4.0,,,84.0,53.0,8.3,13.0,1.204,0.4593,0.223215,8,,,,,9.0,8.0,16.0,5.0,3.0,,,1.0,,4.0,1.0,1.0,1.0,3.0,3.0,,,1.0,4.0,4.0,,,,,1.0,,1.0,,,,,,
10388406,home,SC Freiburg,Kevin Schade,kevin-schade,K. Schade,M,7,183,3202,M,1006387,EUR,1006819200,F,20,20,True,10.0,6.0,,,,,6.0,11.0,3.0,,,21.0,25.0,6.4,11.0,0.0,0.0,0.00173883,0,,,,1.0,4.0,5.0,6.0,4.0,1.0,1.0,,,,,1.0,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,
10388406,home,SC Freiburg,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,29,29,True,5.0,5.0,,,2.0,2.0,3.0,3.0,,,,21.0,8.0,6.3,1.0,0.0,0.0,0.00192548,0,,,,,,3.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
