match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_bigChanceCreated,stat_accurateCross,stat_bigChanceMissed,stat_penaltyConceded,stat_totalOffside,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_penaltyWon
14062195,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,54.0,45.0,25.0,16.0,0.0,35.0,37.0,10.0,17.0,8.0,3.0,1.0,3.0,90.0,58.0,7.6,9.0,0.0039141,117.0332042589,17.0,79.392370248158,0.2643,0,0.6732,0.17,0.01,-0.05,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062195,home,FC Augsburg,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,34,34,False,41.0,36.0,2.0,,0.0,25.0,27.0,11.0,14.0,1.0,,,,45.0,51.0,8.0,5.0,0.0392008,9.4135979339022,2.0,1.954443199931,,0,,0.18,0.02,0.64,,Arthur Chaves,,2.0,2.0,5.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062195,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,65.0,57.0,7.0,4.0,0.0,40.0,44.0,17.0,21.0,7.0,,,,90.0,87.0,7.9,10.0,0.00805004,131.78779110767,16.0,96.142426281999,,0,,0.19,0.1,0.6,,,,7.0,1.0,9.0,,10.0,,3.0,,,1.0,True,1.0,1.0,1.0,2.0,1.0,1.0,1.0,27.274543898255,32.875681605101,1.0,,,,,,,,,,,,,,,,,
14062195,home,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193,620,M,1597260,EUR,1164931200,D,40,40,False,52.0,45.0,6.0,5.0,0.0,32.0,35.0,13.0,17.0,4.0,,,,90.0,66.0,7.5,8.0,0.00739807,108.82035077141,13.0,10.448106429436,,1,,-0.05,0.22,0.18,,Noahkai,Banks,3.0,3.0,6.0,,6.0,,2.0,2.0,1.0,,,,1.0,,,,1.0,2.0,18.507870826947,20.48468425434,1.0,1.0,0.0154,0.1303,0.0,,,,,,,,,,,,,
14062195,home,FC Augsburg,Robin Fellhauer,robin-fellhauer,R. Fellhauer,M,19,185,123,M,860461,EUR,885340800,M,19,19,False,47.0,33.0,10.0,5.0,0.0,20.0,27.0,13.0,20.0,8.0,,,,90.0,72.0,6.4,23.0,0.0269082,47.381217431701,6.0,-9.0073010060688,,0,,0.2,0.17,0.21,,,,1.0,8.0,2.0,,2.0,,,1.0,,,,4.0,2.0,,2.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,
14062195,home,FC Augsburg,Han-Noah Massengo,massengo-han-noah,H. Massengo,M,4,175,579,M,927340,EUR,994377600,M,4,4,False,38.0,32.0,5.0,2.0,0.0,18.0,20.0,14.0,18.0,10.0,,,,90.0,60.0,7.1,14.0,0.00853278,95.184606073813,10.0,-31.060697831043,,0,,-0.02,-0.18,0.19,,,,4.0,3.0,9.0,,2.0,,,3.0,2.0,1.0,,,2.0,,1.0,4.0,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,
14062195,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,16.0,11.0,2.0,,0.0,4.0,5.0,7.0,11.0,2.0,,,,77.0,23.0,6.6,8.0,0.121987,56.680650851563,6.0,8.1653672434201,,0,,0.27,0.15,-0.15,,,,2.0,4.0,3.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,1.0,2.0,13.202485134282,14.576979659724,1.0,,,,,2.0,,,,,,,,,,,,
14062195,home,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,M,27,27,False,17.0,7.0,2.0,,0.0,3.0,4.0,4.0,13.0,2.0,,,,77.0,35.0,5.9,15.0,0.0445904,9.3511830802311,1.0,5.0662943590549,,1,,-0.01,0.01,-0.4,,,,,1.0,,,1.0,,,,,,,,,,,3.0,,1.0,,,,1.0,0.0887,0.131,0.16,3.0,,1.0,1.0,1.0,1.0,,,,,,,
14062195,home,FC Augsburg,Fabian Rieder,fabian-rieder,F. Rieder,M,32,181,1560,M,929620,EUR,1013817600,F,32,32,False,13.0,8.0,1.0,,0.0,3.0,4.0,5.0,9.0,,,,,60.0,22.0,6.1,10.0,0.00914791,11.72841579445,2.0,-7.0223473294362,,1,,0.03,-0.13,-0.01,,,,,5.0,,,,,,,,,,3.0,1.0,,1.0,2.0,,2.0,,,,,0.0242,,-0.03,2.0,,,,,,1.0,,,,,,
14062195,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,25.0,21.0,1.0,,2.0,9.0,10.0,12.0,15.0,5.0,,,,90.0,48.0,7.8,13.0,0.475916,88.907123383568,12.0,0.26756618624647,,2,,0.49,0.08,0.17,,,,,7.0,7.0,,,,,2.0,2.0,3.0,,1.0,3.0,1.0,,2.0,4.0,1.0,,,,,0.3263,,-0.18,4.0,2.0,2.0,2.0,,,1.0,3.0,1.0,1.0,,,
