match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_hitWoodwork,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_goals,stat_goalAssist
11391381,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,25.0,18.0,12.0,6.0,16.0,18.0,2.0,7.0,1.0,10.0,1.0,1.0,1.0,1.0,90.0,34.0,6.7,7.0,0.0124727,0,-0.1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391381,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,71.0,58.0,12.0,5.0,30.0,32.0,28.0,40.0,6.0,11.0,,,,,90.0,94.0,6.7,16.0,0.0230529,0,,,,True,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11391381,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,51.0,43.0,8.0,1.0,34.0,36.0,9.0,15.0,3.0,4.0,,,,,90.0,65.0,7.1,9.0,0.00616979,0,,,,,,1.0,4.0,3.0,6.0,1.0,,2.0,,,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11391381,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,46.0,41.0,4.0,4.0,21.0,25.0,20.0,21.0,5.0,3.0,,,,,90.0,58.0,7.4,5.0,0.00831712,1,,,,,,,6.0,1.0,9.0,,,,,1.0,,1.0,3.0,2.0,,1.0,0.1269,,,,,,,,,,,,,,,
11391381,home,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,D,27,27,False,45.0,34.0,4.0,1.0,16.0,20.0,24.0,40.0,1.0,4.0,,,,,90.0,77.0,8.0,21.0,0.883478,0,,,,,15.0,,2.0,,5.0,,,2.0,,,2.0,,1.0,1.0,5.0,,,6.0,2.0,1.0,1.0,1.0,,,,,,,,,,
11391381,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,M,7,7,False,30.0,24.0,1.0,1.0,9.0,11.0,16.0,23.0,1.0,5.0,,,,,76.0,43.0,6.8,10.0,0.063597,0,,,,,4.0,,,2.0,2.0,1.0,,1.0,,,1.0,,2.0,2.0,,,,1.0,,,,,1.0,,,,,,,,,
11391381,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,61.0,52.0,6.0,4.0,16.0,21.0,36.0,40.0,1.0,8.0,,,,,90.0,72.0,6.9,11.0,0.0339602,1,,,,,,2.0,2.0,5.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,0.0197,,,,,1.0,,1.0,0.3295,,,,,,,
11391381,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,38.0,27.0,2.0,,10.0,16.0,17.0,23.0,1.0,4.0,,,,,90.0,53.0,6.6,15.0,0.0206472,0,,,,,1.0,3.0,,9.0,3.0,1.0,2.0,2.0,,3.0,,,3.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,
11391381,home,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,M,11,11,False,14.0,8.0,2.0,,2.0,2.0,6.0,12.0,,3.0,,,,,65.0,31.0,6.2,13.0,0.0106911,2,,,,,,1.0,,8.0,5.0,2.0,1.0,,1.0,,6.0,,2.0,,,1.0,0.1251,,2.0,,,2.0,,,,1.0,,,,,,
11391381,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,F,23,23,False,17.0,12.0,1.0,1.0,4.0,5.0,8.0,14.0,,3.0,,,,,65.0,32.0,6.8,17.0,0.0497237,1,,,,,2.0,,1.0,7.0,3.0,1.0,3.0,,,2.0,3.0,,,,1.0,1.0,0.0281,,2.0,1.0,,4.0,,,,,,,,,,
11391381,home,Le Havre,Mohamed Bayo,mohamed-bayo,M. Bayo,F,9,188,4444,M,909318,EUR,896918400,F,9,9,False,20.0,13.0,3.0,1.0,1.0,2.0,12.0,19.0,,2.0,,,,,76.0,33.0,6.4,15.0,0.0538373,2,,,,,1.0,1.0,1.0,5.0,2.0,,,,,2.0,3.0,,,,1.0,1.0,0.216,,1.0,,,4.0,1.0,1.0,0.1303,,mohamedbayo27,1.0,,,,
11391381,home,Le Havre,Samuel Grandsir,samuel-grandsir,S. Grandsir,M,,168,123,M,839112,EUR,839980800,F,29,29,True,17.0,13.0,,,5.0,5.0,9.0,17.0,,1.0,,,,,25.0,25.0,6.8,9.0,0.260076,0,,,,,5.0,1.0,,2.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,
11391381,home,Le Havre,André Ayew,andre-ayew,A. Ayew,F,24,176,5860,M,27035,EUR,629856000,F,28,28,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,,,,,,25.0,11.0,7.1,2.0,0.00229436,3,,,,,,2.0,2.0,4.0,4.0,,1.0,,2.0,1.0,,,,,,,0.2298,,,,,1.0,,2.0,0.0693,1.0,andreayew10,,,,,
11391381,home,Le Havre,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189,199,M,1463265,EUR,1047427200,F,21,21,True,12.0,12.0,,,1.0,1.0,11.0,11.0,,1.0,,,,,14.0,17.0,6.8,2.0,0.0173074,1,,Antoine Joujou,,,,,,2.0,2.0,,,,1.0,,3.0,,,,,,0.0442,,1.0,,,,,,,1.0,,,,,,
11391381,home,Le Havre,Steve Ngoura,ngoura-steve,S. Ngoura,F,9,193,398,M,1394411,EUR,1109030400,F,13,13,True,5.0,4.0,,,,,4.0,5.0,,,,,,,14.0,7.0,6.5,1.0,0.00985591,2,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,0.324,,,,,,,1.0,0.3962,1.0,,1.0,,,,
11391381,home,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187,120,M,123226,EUR,649814400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
