match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_keyPass,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_shotOffTarget,captain,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_totalOffside,stat_penaltyWon
11201843,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2836,M,171919,EUR,739929600,G,26,26,False,34.0,29.0,12.0,7.0,25.0,26.0,4.0,8.0,7.0,1.0,1.0,90.0,37.0,5.2,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201843,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,5.0,2.0,1.0,,1.0,3.0,1.0,4.0,1.0,,,20.0,10.0,6.2,5.0,0,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201843,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,44.0,35.0,5.0,,15.0,18.0,20.0,26.0,5.0,,,90.0,67.0,5.9,15.0,0,,,,2.0,8.0,,,5.0,12.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,
11201843,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,886,M,142259,EUR,758937600,D,28,28,False,52.0,41.0,5.0,2.0,25.0,28.0,16.0,25.0,6.0,,,90.0,62.0,6.1,13.0,1,,,1.0,2.0,3.0,,,3.0,6.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,
11201843,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,691,M,576266,EUR,837043200,D,3,3,False,78.0,67.0,8.0,5.0,42.0,45.0,25.0,33.0,3.0,,,90.0,89.0,6.3,12.0,0,,,,1.0,1.0,,,4.0,5.0,,,,4.0,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
11201843,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,354,M,142231,EUR,730857600,D,30,30,False,25.0,16.0,1.0,,8.0,13.0,9.0,16.0,4.0,,,79.0,41.0,5.8,14.0,1,,,4.0,,4.0,,1.0,,3.0,2.0,1.0,,,1.0,3.0,1.0,,,,1.0,,True,1.0,1.0,,,,,,,,,,,
11201843,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5676,M,790965,EUR,897955200,M,42,42,False,10.0,7.0,,,3.0,5.0,4.0,6.0,4.0,,,45.0,17.0,6.0,7.0,1,,,1.0,2.0,4.0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,doanritsu,1.0,,,,,,,,,
11201843,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,11.0,5.0,1.0,,2.0,5.0,4.0,7.0,,,,45.0,15.0,6.4,6.0,0,,,1.0,1.0,1.0,,1.0,3.0,3.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
11201843,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,59.0,54.0,2.0,,19.0,22.0,35.0,37.0,8.0,,,90.0,72.0,6.9,5.0,0,,,,1.0,5.0,1.0,,1.0,8.0,2.0,,,,3.0,4.0,2.0,,,3.0,2.0,,,,,,,,,,,,,,,
11201843,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1519,M,111483,EUR,766627200,F,38,38,False,12.0,3.0,1.0,,3.0,6.0,,6.0,2.0,,,90.0,24.0,6.9,14.0,3,,,,3.0,9.0,,,5.0,7.0,1.0,4.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,
