match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_goals,stat_goalAssist
10388306,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,20,20,False,29.0,23.0,9.0,3.0,21.0,22.0,2.0,7.0,2.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,40.0,7.7,6.0,0.0,0.0,0.00112777,0,0.6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388306,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,28.0,18.0,6.0,3.0,8.0,10.0,11.0,20.0,1.0,6.0,,,,,,,64.0,42.0,6.6,13.0,0.0848,0.0,0.0519644,1,,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10388306,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,54.0,46.0,6.0,2.0,32.0,34.0,14.0,21.0,9.0,5.0,,,,,,,90.0,69.0,7.0,9.0,0.3118,0.1034,0.0190881,2,,1.0,,5.0,6.0,2.0,1.0,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10388306,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,59.0,48.0,7.0,3.0,30.0,37.0,18.0,23.0,4.0,4.0,,,,,,,90.0,67.0,6.5,14.0,0.0,0.0,0.0155694,0,,1.0,,6.0,9.0,8.0,,,1.0,,2.0,8.0,,,1.0,1.0,,,,,,,,,,,,,,
10388306,home,1. FC Köln,Jonas Hector,,,jonas-hector,J. Hector,D,,185,234,,124544,EUR,643766400,D,14,14,False,32.0,25.0,4.0,1.0,12.0,14.0,13.0,21.0,3.0,3.0,,,,,,,90.0,62.0,7.2,17.0,0.0605,0.0,0.097411,1,,3.0,,3.0,6.0,10.0,1.0,1.0,,4.0,1.0,4.0,,,1.0,,True,2.0,2.0,1.0,,,,,,,,,,
10388306,home,1. FC Köln,Ellyes Skhiri,,,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,28,28,False,71.0,59.0,2.0,1.0,27.0,36.0,32.0,35.0,1.0,5.0,,,,,,,90.0,85.0,7.2,13.0,0.1348,0.0,0.0419014,2,,,,3.0,5.0,7.0,,2.0,2.0,1.0,2.0,4.0,,,,1.0,,,1.0,2.0,ellyes_skhiri,1.0,1.0,,,,,,,
10388306,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,30.0,22.0,2.0,2.0,8.0,11.0,15.0,20.0,1.0,4.0,,,,,,,81.0,38.0,6.3,10.0,0.3179,0.1775,0.0253097,2,,1.0,1.0,2.0,4.0,4.0,,,,,2.0,3.0,1.0,,,2.0,,,1.0,,,,,1.0,1.0,,,,,
10388306,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,19.0,11.0,1.0,1.0,3.0,6.0,8.0,15.0,,10.0,,,,,,,57.0,31.0,6.8,13.0,0.0,0.0,0.0213618,0,,2.0,,1.0,2.0,5.0,1.0,,,1.0,,1.0,,,,2.0,,,1.0,2.0,,2.0,2.0,,,,,,,
10388306,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,36.0,31.0,8.0,6.0,10.0,10.0,27.0,40.0,1.0,4.0,,,,,,,90.0,64.0,7.6,17.0,0.0949,0.2577,0.443219,2,,14.0,6.0,1.0,6.0,3.0,1.0,,,1.0,1.0,,1.0,,3.0,,,1.0,,3.0,,2.0,2.0,,1.0,,,,,
10388306,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,20.0,15.0,,,5.0,5.0,11.0,19.0,,3.0,,,,,,,82.0,32.0,6.6,11.0,0.2916,0.0594,0.129928,3,,4.0,1.0,2.0,4.0,,,,,,2.0,,1.0,,,3.0,,,,1.0,,,,,2.0,,,,,
10388306,home,1. FC Köln,Davie Selke,,,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,27,27,False,24.0,17.0,,,8.0,10.0,9.0,16.0,1.0,5.0,,,,,,,64.0,33.0,7.0,11.0,0.0305,0.0,0.308293,1,,2.0,,4.0,8.0,7.0,,,,,3.0,6.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,
10388306,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,M,29,29,True,14.0,12.0,,,5.0,5.0,8.0,12.0,,,,,,,,,33.0,28.0,7.0,6.0,0.0,0.0,0.137887,0,,3.0,1.0,,1.0,4.0,,,,,,,,1.0,1.0,1.0,,,2.0,2.0,,2.0,2.0,,,,,,,
10388306,home,1. FC Köln,Kingsley Schindler,,,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,M,17,17,True,16.0,13.0,,,4.0,6.0,10.0,15.0,,3.0,,,,,,,26.0,32.0,7.1,9.0,0.0,0.0,0.0987457,0,,5.0,1.0,,,2.0,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,
10388306,home,1. FC Köln,Steffen Tigges,,,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,4.0,2.0,,,,1.0,3.0,4.0,,1.0,,,,,,,26.0,10.0,6.7,3.0,0.2254,0.0,0.109635,4,,1.0,1.0,4.0,5.0,2.0,,2.0,,,,2.0,,,,,,,,1.0,,1.0,,,2.0,,,,,
