match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_challengeLost,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalOffside,stat_punches,stat_blockedScoringAttempt
12624881,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,21.0,20.0,5.0,4.0,0.0,19.0,19.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624881,home,Al-Hilal,João Cancelo,,,joao-cancelo,J. Cancelo,D,2,182.0,90162,M,JCancelo,138892,EUR,769996800,D,20,20,False,68.0,63.0,4.0,4.0,0.0,26.0,28.0,38.0,44.0,,7.0,,,,,,90.0,91.0,7.8,13.0,1,4.0,1.0,1.0,1.0,4.0,8.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
12624881,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,64.0,60.0,5.0,3.0,0.0,42.0,43.0,18.0,21.0,2.0,5.0,,,,,,90.0,70.0,7.3,4.0,0,,,,1.0,,5.0,,1.0,1.0,,,3.0,2.0,,,,1.0,1.0,,,,,,,,,,,
12624881,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,71.0,68.0,3.0,3.0,0.0,50.0,53.0,18.0,18.0,2.0,7.0,,,,,,90.0,79.0,6.3,5.0,0,,,1.0,1.0,4.0,3.0,1.0,,,,1.0,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,
12624881,home,Al-Hilal,Moteb Al-Harbi,,,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,,1022679,EUR,950918400,D,24,24,False,68.0,56.0,5.0,4.0,0.0,30.0,34.0,27.0,35.0,1.0,5.0,,,,,,90.0,89.0,7.7,15.0,0,1.0,1.0,,3.0,4.0,11.0,1.0,,,,2.0,7.0,5.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,
12624881,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,58.0,56.0,12.0,11.0,0.0,34.0,34.0,23.0,25.0,2.0,3.0,,,,,,60.0,64.0,7.6,2.0,0,1.0,1.0,1.0,,2.0,2.0,,,,,,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,
12624881,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,43.0,33.0,6.0,2.0,1.0,18.0,20.0,15.0,23.0,,6.0,,,,,,60.0,53.0,7.6,12.0,0,,,,1.0,5.0,6.0,1.0,1.0,1.0,,,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,2.0,,,,,,,,,
12624881,home,Al-Hilal,Kaio César,Kaio César,,kaio-cesar,Kaio César,M,37,168.0,5030,M,,1396009,EUR,1076803200,M,27,27,False,34.0,32.0,1.0,1.0,2.0,10.0,10.0,23.0,25.0,,3.0,,,,,,82.0,57.0,8.3,10.0,3,1.0,1.0,3.0,1.0,8.0,9.0,1.0,5.0,4.0,3.0,,2.0,2.0,6.0,2.0,2.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,
12624881,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,26.0,25.0,,,0.0,11.0,11.0,15.0,17.0,,2.0,,,,,,60.0,32.0,8.6,2.0,3,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,3.0,2.0,,,,
12624881,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,59.0,52.0,2.0,2.0,1.0,19.0,19.0,34.0,44.0,,7.0,,,,,,78.0,79.0,10.0,14.0,3,4.0,1.0,,,1.0,7.0,1.0,3.0,3.0,,,3.0,1.0,3.0,1.0,,2.0,2.0,,,,,,3.0,2.0,True,,,
12624881,home,Al-Hilal,Marcos Leonardo,,,marcos-leonardo,M. Leonardo,F,9,177.0,22653,M,marcosleonardo09,1047227,EUR,1051833600,F,11,11,False,18.0,14.0,,,0.0,5.0,5.0,9.0,13.0,,1.0,,,,,,90.0,29.0,7.5,6.0,7,,,,,2.0,1.0,1.0,1.0,,4.0,,,,,1.0,,,,,,,1.0,,3.0,1.0,,1.0,,
12624881,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,True,57.0,56.0,4.0,4.0,0.0,26.0,26.0,30.0,31.0,,2.0,,,,,,30.0,59.0,7.1,1.0,0,,,,,1.0,2.0,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
12624881,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600,M,16,16,True,27.0,27.0,1.0,1.0,0.0,10.0,10.0,19.0,19.0,1.0,1.0,,,,,,30.0,39.0,6.7,3.0,0,2.0,2.0,,,4.0,3.0,2.0,1.0,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12624881,home,Al-Hilal,Abdullah Al-Hamdan,,,abdullah-al-hamdan,A. Al-Hamdan,F,9,185.0,1411,M,,915991,EUR,937094400,F,99,99,True,17.0,14.0,,,0.0,4.0,4.0,10.0,13.0,,2.0,,,,,,30.0,21.0,6.7,5.0,0,,,1.0,,2.0,,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,
12624881,home,Al-Hilal,Hamad Al Yami,Hamad,Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,,981158,EUR,926899200,D,88,88,True,8.0,8.0,,,0.0,3.0,3.0,5.0,5.0,,,,,,,,12.0,9.0,6.5,1.0,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12624881,home,Al-Hilal,Khalid Al-Ghannam,,,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,,976538,EUR,973641600,F,7,7,True,6.0,5.0,1.0,,0.0,2.0,2.0,3.0,4.0,,,,,,,,8.0,9.0,6.6,3.0,1,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
12624881,home,Al-Hilal,Mohammed Al-Owais,,,mohammed-al-owais,M. Al-Owais,G,33,185.0,753,M,,791416,EUR,687052800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624881,home,Al-Hilal,Khalifah Al-Dawsari,,,khalifah-al-dawsari,K. Al-Dawsari,D,4,176.0,460,M,,931837,EUR,915235200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624881,home,Al-Hilal,Mohammed Al-Qahtani,Mohammed Al-Qahtani,,al-qahtani-mohammed,M. Al-Qahtani,M,15,167.0,790,M,,1134261,EUR,1027382400,M,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624881,home,Al-Hilal,Turki Al Ghamil,Turki Al Ghamil,,turki-al-ghamil,T. A. Ghamil,F,,,40,M,,1542607,EUR,1107302400,F,38,38,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624881,away,Al-Kholood,Marcelo Grohe,,,marcelo-grohe,M. Grohe,G,43,188.0,626,M,,39427,EUR,537494400,G,34,34,False,30.0,20.0,18.0,8.0,0.0,16.0,21.0,4.0,9.0,1.0,9.0,,3.0,4.0,,,90.0,43.0,6.4,11.0,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,
12624881,away,Al-Kholood,Abdullah Al-Hawsawi,Abdullah Al-Hawsawi,,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,,1127819,EUR,823132800,D,24,24,False,18.0,14.0,3.0,1.0,0.0,6.0,8.0,9.0,12.0,,3.0,,,,,,45.0,30.0,5.8,9.0,0,2.0,1.0,1.0,,5.0,2.0,1.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,
12624881,away,Al-Kholood,Mohammed Jahfali,,,mohammed-jahfali,M. Jahfali,D,70,185.0,103,M,,791561,EUR,656726400,D,70,70,False,26.0,26.0,2.0,2.0,0.0,22.0,22.0,4.0,4.0,3.0,2.0,,,,,,90.0,33.0,6.1,,0,,,,,2.0,,,,,,3.0,,,,,2.0,,,,,,,,,,True,,,
12624881,away,Al-Kholood,Norbert Gyömbér,,,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,,224456,EUR,710121600,D,23,23,False,34.0,30.0,5.0,3.0,0.0,27.0,28.0,3.0,6.0,2.0,3.0,,,,,,90.0,41.0,6.0,5.0,2,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,
12624881,away,Al-Kholood,Hamdan Al-Shamrani,,,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,,882132,EUR,850521600,D,27,27,False,19.0,15.0,1.0,1.0,0.0,8.0,10.0,7.0,11.0,3.0,1.0,,,,,,73.0,33.0,5.0,7.0,0,2.0,,1.0,2.0,8.0,5.0,,1.0,,,,,,,3.0,3.0,,,1.0,3.0,,,,,,,,,
12624881,away,Al-Kholood,Sultan Al Shehri,Sultan Al Shehri,,sultan-al-shehri,S. A. Shehri,D,7,179.0,16,M,,1549237,EUR,804729600,D,7,7,False,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,2.0,,,,,,30.0,6.0,5.9,1.0,0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
12624881,away,Al-Kholood,Muhammad Sawan,Muhammad Sawan,,muhammad-sawan,M. Sawan,M,70,170.0,23,M,,1549247,EUR,965779200,M,11,11,False,30.0,26.0,4.0,2.0,0.0,11.0,11.0,15.0,19.0,1.0,5.0,,,,,,90.0,44.0,6.0,8.0,0,,,,,7.0,2.0,2.0,1.0,,,,2.0,1.0,1.0,,,,,,4.0,,,,,,,,,
12624881,away,Al-Kholood,Kévin N'Doram,,,kevin-ndoram,K. N'Doram,M,96,184.0,92,M,,823476,EUR,822268800,M,96,96,False,47.0,40.0,7.0,6.0,0.0,17.0,19.0,23.0,28.0,,5.0,,,,,,90.0,53.0,6.6,7.0,0,,,1.0,1.0,2.0,4.0,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,
12624881,away,Al-Kholood,Aliou Dieng,,,aliou-dieng,A. Dieng,M,23,184.0,13659,M,alioudieng_18,933780,EUR,876960000,M,15,15,False,33.0,29.0,3.0,2.0,0.0,15.0,17.0,15.0,17.0,,2.0,,,,,,63.0,40.0,6.4,5.0,0,1.0,1.0,,,1.0,2.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
12624881,away,Al-Kholood,Myziane Maolida,,,maolida-myziane,M. Maolida,M,9,180.0,638,M,,851262,EUR,918950400,M,9,9,False,14.0,13.0,2.0,1.0,0.0,3.0,3.0,10.0,11.0,,1.0,,,,,,63.0,27.0,5.8,10.0,0,,,1.0,,7.0,3.0,2.0,4.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,
12624881,away,Al-Kholood,Jackson Muleka,,,jackson-muleka,J. Muleka,F,40,180.0,3687,M,,927649,EUR,938995200,F,18,18,False,17.0,14.0,1.0,1.0,1.0,6.0,6.0,8.0,12.0,1.0,3.0,,,,,,90.0,32.0,7.0,12.0,1,1.0,,2.0,1.0,7.0,5.0,2.0,2.0,1.0,,,,,4.0,3.0,1.0,2.0,,,1.0,,,,1.0,,,,,
