match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,captain,stat_hitWoodwork,stat_outfielderBlock,stat_penaltyWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_punches,player_sofascoreId,stat_penaltyConceded
12499712,home,VfL Bochum 1848,Patrick Drewes,patrick-drewes,P. Drewes,G,30,194,349,M,132607,EUR,728784000,G,27,27,False,40.0,24.0,24.0,9.0,0.0,19.0,25.0,5.0,15.0,1.0,4.0,1.0,90.0,42.0,5.7,16.0,0.00117246,0,-1.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Tim Oermann,tim-oermann,T. Oermann,D,15,187,294,M,1138778,EUR,1065398400,D,14,14,False,26.0,23.0,4.0,2.0,0.0,14.0,14.0,10.0,14.0,6.0,4.0,,90.0,46.0,6.6,10.0,0.0186737,1,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,42.0,32.0,5.0,2.0,0.0,21.0,26.0,11.0,16.0,7.0,2.0,,90.0,57.0,6.8,10.0,0.115186,0,,,,6.0,4.0,,,,6.0,1.0,,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,45.0,37.0,10.0,7.0,0.0,24.0,27.0,13.0,20.0,3.0,4.0,,90.0,61.0,6.5,13.0,0.737325,0,,2.0,,,3.0,,,,4.0,3.0,2.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,M,15,15,False,13.0,9.0,1.0,,0.0,1.0,1.0,9.0,15.0,,4.0,,45.0,23.0,6.5,6.0,0.14913,1,,3.0,1.0,,3.0,,,,,,,,0.0202,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,38.0,26.0,5.0,3.0,0.0,14.0,15.0,12.0,32.0,4.0,10.0,1.0,90.0,74.0,6.3,31.0,0.0575128,1,,9.0,,,9.0,3.0,,,2.0,3.0,1.0,1.0,0.0288,2.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1219,M,829093,EUR,877910400,M,6,6,False,42.0,32.0,5.0,,0.0,13.0,15.0,19.0,27.0,3.0,3.0,1.0,90.0,61.0,6.0,14.0,0.274904,1,,,,1.0,13.0,1.0,,1.0,3.0,1.0,,1.0,0.0155,5.0,2.0,4.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,M,32,32,False,39.0,22.0,4.0,,0.0,10.0,15.0,14.0,30.0,6.0,7.0,1.0,90.0,71.0,7.2,25.0,0.137191,2,,6.0,2.0,,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0221,1.0,,,1.0,,,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,F,10,10,False,43.0,29.0,2.0,1.0,0.0,10.0,14.0,19.0,29.0,9.0,3.0,1.0,89.0,57.0,7.5,16.0,0.0554263,1,,,,6.0,11.0,1.0,,1.0,4.0,2.0,2.0,,0.0595,6.0,1.0,3.0,,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Myron Boadu,myron-boadu,M. Boadu,F,21,183,1727,M,856744,EUR,979430400,F,9,9,False,18.0,13.0,,,0.0,5.0,7.0,8.0,11.0,7.0,1.0,1.0,89.0,28.0,8.9,7.0,0.0229145,5,,,,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.2871,3.0,,,,,1.0,1.0,1.0,,,,,,,1.0,3.0,3.0,2.9455,,,,,,,,
12499712,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,False,16.0,12.0,,,1.0,4.0,5.0,9.0,14.0,5.0,6.0,1.0,89.0,36.0,7.1,14.0,0.0828469,2,,3.0,1.0,1.0,7.0,4.0,1.0,1.0,,2.0,2.0,4.0,0.6482,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,
12499712,home,VfL Bochum 1848,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,F,21,21,True,10.0,6.0,,,1.0,1.0,2.0,7.0,13.0,3.0,2.0,,45.0,21.0,7.9,8.0,0.82666,0,,5.0,2.0,,2.0,,,,,3.0,3.0,1.0,,1.0,2.0,1.0,,3.0,,,1.0,,,,,,,,,,,2.0,,,,,,,
12499712,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,M,4,4,True,1.0,,,,0.0,,,,1.0,2.0,,,1.0,2.0,,1.0,,0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Lukas Daschner,lukas-daschner,L. Daschner,M,10,185,114,M,877297,EUR,907200000,M,7,7,True,,,,,0.0,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,True,1.0,,,,0.0,,,,1.0,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Timo Horn,timo-horn,T. Horn,G,1,192,267,M,97923,EUR,737164800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Jakov Medić,jakov-medic,J. Medić,D,5,194,859,M,872307,EUR,905126400,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Koji Miyoshi,koji-miyoshi,K. Miyoshi,M,23,167,672,M,358984,EUR,859334400,M,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499712,home,VfL Bochum 1848,Samuel Bamba,bamba-samuel,S. Bamba,M,17,179,217,M,1083404,EUR,1076630400,F,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Samuel Bamba,,,,,,,,,,,,,,,,,
12499712,away,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,23.0,16.0,7.0,1.0,0.0,16.0,20.0,,3.0,2.0,6.0,,90.0,31.0,5.9,7.0,6.055e-05,0,-0.0545,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,,
12499712,away,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,D,13,13,False,57.0,45.0,6.0,2.0,0.0,23.0,31.0,22.0,28.0,5.0,7.0,,90.0,70.0,6.1,15.0,0.0294861,0,,2.0,,2.0,10.0,1.0,,,5.0,3.0,1.0,,,4.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
