match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_fouls,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_wonTackle,stat_errorLeadToAShot,captain,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_totalOffside,stat_punches,stat_hitWoodwork
12764523,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2046,M,584722,EUR,844041600,G,33,33,False,33.0,22.0,11.0,2.0,0.0,21.0,24.0,1.0,9.0,9.0,1.0,2.0,90.0,41.0,6.3,11.0,0.00031943,0,-0.5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764523,home,VfB Stuttgart,Pascal Stenzel,,,pascal-stenzel,P. Stenzel,D,15,184,265,M,352562,EUR,827280000,D,15,15,False,25.0,19.0,1.0,1.0,0.0,10.0,13.0,9.0,15.0,2.0,,,62.0,36.0,6.4,9.0,0.0311744,0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764523,home,VfB Stuttgart,Anthony Rouault,,,anthony-rouault,A. Rouault,D,24,186,601,M,991479,EUR,991094400,D,29,29,False,76.0,71.0,6.0,2.0,0.0,38.0,39.0,33.0,37.0,7.0,,,90.0,91.0,7.3,8.0,0.0659946,2,,,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0243,0.0375,,,,,,,,,,,,,,,,,
12764523,home,VfB Stuttgart,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,722,M,863271,EUR,887241600,D,24,24,False,103.0,94.0,3.0,2.0,0.0,59.0,63.0,35.0,40.0,1.0,,,90.0,118.0,7.3,10.0,0.0251949,3,,,7.0,7.0,8.0,4.0,,1.0,5.0,,,2.0,1.0,1.0,,0.1595,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12764523,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,74.0,68.0,2.0,1.0,1.0,23.0,24.0,48.0,59.0,1.0,,,90.0,99.0,7.4,13.0,0.243331,1,,9.0,,7.0,3.0,,2.0,1.0,2.0,3.0,,,1.0,,,0.0411,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,
12764523,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1077,M,801030,EUR,845164800,M,16,16,False,75.0,74.0,,,0.0,33.0,34.0,41.0,41.0,7.0,,,76.0,85.0,7.5,1.0,0.0860813,0,,,2.0,2.0,8.0,2.0,1.0,2.0,,,,,,1.0,,,,,,4.0,,,,1.0,,True,1.0,1.0,,,,,,
12764523,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7435,M,901882,EUR,986342400,M,6,6,False,115.0,102.0,4.0,1.0,0.0,28.0,30.0,74.0,85.0,1.0,,,90.0,131.0,8.1,14.0,0.123894,3,,,1.0,,3.0,1.0,2.0,,,,2.0,1.0,2.0,2.0,,0.3227,0.2696,,,,4.0,,,,,,,,,,,,,
12764523,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4909,M,957889,EUR,1026864000,M,8,8,False,59.0,53.0,3.0,2.0,0.0,12.0,12.0,42.0,50.0,5.0,,,90.0,83.0,7.9,14.0,0.954652,5,,3.0,,5.0,1.0,2.0,,,1.0,1.0,3.0,1.0,,1.0,2.0,0.6092,1.3719,1.0,1.0,,4.0,1.0,,,,,3.0,1.0,2.0,1.0,,,,
12764523,home,VfB Stuttgart,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7579,M,794298,EUR,837734400,M,26,26,False,27.0,16.0,,,0.0,4.0,5.0,12.0,23.0,2.0,,,90.0,45.0,6.8,17.0,0.016216,3,,1.0,2.0,6.0,6.0,,1.0,2.0,2.0,,1.0,1.0,,,1.0,0.2182,0.1626,4.0,1.0,3.0,,,,1.0,,,,,,,denizundav,3.0,,
12764523,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1958,M,990201,EUR,983145600,M,18,18,False,29.0,23.0,,,0.0,4.0,5.0,20.0,30.0,4.0,,,84.0,51.0,6.7,16.0,0.0552854,3,,6.0,,3.0,1.0,,,,,,1.0,2.0,,1.0,2.0,0.0688,0.0584,1.0,,1.0,,1.0,,,,,2.0,,,,,,,
