match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_dispossessed,stat_fouls,player_firstName,player_lastName,captain,stat_totalCross,stat_goalAssist,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_punches,stat_bigChanceCreated
11450167,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,34.0,26.0,15.0,8.0,21.0,23.0,5.0,11.0,5.0,1.0,1.0,1.0,1.0,1.0,90.0,38.0,6.0,9.0,0.00064023,0,-0.1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450167,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,60.0,53.0,2.0,,28.0,30.0,25.0,30.0,6.0,,2.0,,,,90.0,74.0,7.0,9.0,0.0345962,0,,2.0,7.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450167,home,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,99.0,97.0,3.0,3.0,70.0,71.0,27.0,28.0,4.0,,,,,,90.0,112.0,7.2,2.0,0.0109461,0,,4.0,6.0,,,1.0,2.0,1.0,,,2.0,3.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,
11450167,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,67.0,58.0,6.0,2.0,36.0,39.0,22.0,28.0,2.0,,,,,,90.0,77.0,6.6,11.0,0.0103092,0,,2.0,4.0,,,2.0,2.0,2.0,,,1.0,6.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11450167,home,Başakşehir FK,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,552680,EUR,779500800,D,15,15,False,58.0,47.0,12.0,7.0,29.0,30.0,18.0,30.0,6.0,,1.0,,,,89.0,75.0,6.8,17.0,0.0147397,0,,2.0,4.0,,,2.0,1.0,,1.0,,,3.0,2.0,,1.0,,1.0,,,True,2.0,,,,,,,,,,,,,,
11450167,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,False,26.0,23.0,1.0,,9.0,10.0,14.0,17.0,1.0,,,,,,81.0,32.0,6.5,5.0,0.00632161,0,,,2.0,,,1.0,,,2.0,,1.0,3.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
11450167,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,49.0,40.0,11.0,6.0,19.0,21.0,23.0,34.0,5.0,,6.0,,,,90.0,69.0,8.4,19.0,0.302428,2,,1.0,3.0,,,,,,2.0,3.0,1.0,4.0,1.0,3.0,,,2.0,,,,6.0,1.0,2.0,2.0,1.0,1.0,0.0628,0.7285,,,,,,,
11450167,home,Başakşehir FK,Mehdi Abeid,mehdi-abeid,M. Abeid,M,,180,913,M,73056,EUR,713059200,M,19,19,False,24.0,22.0,,,14.0,16.0,8.0,10.0,1.0,,2.0,,,,81.0,36.0,6.7,6.0,0.00291888,1,,1.0,6.0,,,1.0,2.0,2.0,3.0,,1.0,3.0,,,,,4.0,,,,2.0,,,,,1.0,0.0213,,1.0,,,,,,
11450167,home,Başakşehir FK,Dimitrios Pelkas,dimitrios-pelkas,D. Pelkas,M,10,175,1186,M,139304,EUR,751593600,M,14,14,False,22.0,18.0,2.0,1.0,4.0,5.0,14.0,19.0,3.0,,2.0,,,,74.0,29.0,6.6,9.0,0.00875453,1,,,,,,,,,,1.0,,2.0,,,,,2.0,,,,2.0,,,1.0,,1.0,0.0144,0.0492,,,,,,,
11450167,home,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,M,25,25,False,26.0,18.0,2.0,1.0,8.0,9.0,11.0,19.0,6.0,,3.0,,,,90.0,45.0,7.0,16.0,0.0273911,3,,1.0,3.0,2.0,,,,,2.0,,1.0,6.0,1.0,2.0,,,3.0,,,,2.0,,1.0,1.0,1.0,,0.182,0.1649,,2.0,,,,,
