match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_wasFouled,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAGoal
11453148,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,20.0,18.0,2.0,18.0,20.0,10.0,3.0,90.0,29.0,7.2,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,False,59.0,55.0,1.0,23.0,24.0,5.0,,90.0,79.0,7.4,10.0,0,1.0,34.0,38.0,3.0,2.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,56.0,50.0,6.0,30.0,33.0,6.0,,90.0,65.0,7.4,7.0,0,3.0,20.0,23.0,,,1.0,2.0,2.0,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,65.0,59.0,1.0,37.0,38.0,3.0,,90.0,74.0,7.1,7.0,0,1.0,22.0,27.0,,,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Yasir Al-Shahrani,,,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,,160923,EUR,706752000,D,12,12,False,48.0,46.0,1.0,17.0,18.0,5.0,,74.0,63.0,7.9,5.0,0,1.0,29.0,33.0,3.0,,1.0,2.0,4.0,,,,,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,97.0,89.0,8.0,28.0,29.0,9.0,,89.0,112.0,8.7,16.0,1,5.0,61.0,74.0,6.0,,,2.0,5.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,71.0,58.0,2.0,15.0,17.0,5.0,,90.0,86.0,9.9,14.0,5,1.0,44.0,55.0,1.0,1.0,2.0,4.0,7.0,1.0,,,,1.0,2.0,1.0,,2.0,1.0,3.0,,,,,2.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,
11453148,home,Al-Hilal,Michael,,,michael,Michael,M,96,166.0,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,26.0,20.0,1.0,2.0,3.0,5.0,,74.0,42.0,6.8,12.0,2,,18.0,23.0,,,1.0,5.0,6.0,,3.0,3.0,3.0,,,,1.0,1.0,,,,,,,3.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,
11453148,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,45.0,40.0,4.0,7.0,8.0,5.0,,89.0,56.0,7.8,10.0,1,4.0,33.0,38.0,1.0,,,1.0,3.0,,1.0,2.0,2.0,,,,2.0,,2.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
11453148,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,70.0,61.0,2.0,12.0,12.0,7.0,,89.0,92.0,9.5,13.0,5,1.0,50.0,59.0,1.0,1.0,,3.0,10.0,1.0,1.0,4.0,3.0,,3.0,2.0,1.0,,1.0,,,,,1.0,4.0,,1.0,1.0,3.0,1.0,,1.0,True,1.0,,,,,,,,
11453148,home,Al-Hilal,Aleksandar Mitrović,,,aleksandar-mitrovic,A. Mitrović,F,9,189.0,24095,M,AleksMitrović,192144,EUR,779673600,F,9,9,False,22.0,16.0,,4.0,4.0,,,90.0,34.0,7.7,9.0,5,,13.0,19.0,1.0,1.0,4.0,5.0,1.0,,,,,,,,3.0,1.0,2.0,,,,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,
11453148,home,Al-Hilal,Mohammed Al-Burayk,,,mohammed-al-burayk,M. Al-Burayk,D,2,173.0,281,M,,804096,EUR,716515200,D,2,2,True,9.0,8.0,,2.0,2.0,4.0,,16.0,14.0,7.3,2.0,0,,7.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,True,21.0,20.0,1.0,10.0,10.0,2.0,,16.0,25.0,7.6,1.0,1,1.0,10.0,11.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11453148,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600,M,16,16,True,5.0,4.0,,2.0,3.0,,,8.0,7.0,6.6,1.0,1,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11453148,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,,881837,EUR,918518400,D,87,87,True,8.0,7.0,,7.0,7.0,1.0,,1.0,8.0,,1.0,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
